,id,contaminant,average_result,max_result,health_limit_exceeded,legal_limit_exceeded,zipcode,locations_served,supplier_name,violation,date_of_violation,number_of_people_served,health_limit_flag,legal_limit_flag
15808,59501,Lead (total),0.56 ppb,3 ppb,. Source,,52319,"IOWA CITY, IA",Spring Valley Homeowners Assn.,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,163,Yes,No
15809,59507,Lead (total),1.02 ppb,2.67 ppb,. Source,,52319,"IOWA CITY, IA",Westcott Heights Hoa Part Three,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/07/01 - 2007/07/31,120,Yes,No
15810,59513,Lead (total),2.4 ppb,4 ppb,. Source,,52319,"SOLON, IA",Twin Valley Lakes Improvement Assn,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/03/01 - 2004/03/31,100,Yes,No
15811,59517,Copper,226.39 ppb,340 ppb,300 ppb,1000 ppb,52319,"IOWA CITY, IA",Timber Trail Homeowners Association,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/08/01 - 2006/08/31,80,Yes,No
15812,59534,Lead (total),0.73 ppb,2.2 ppb,. Source,,52319,"SOLON, IA",Indian Hills Home Owners Association,"Failure to monitor, Routine Major (Coliform bacteria)",2005/05/01 - 2005/05/31,52,Yes,No
15813,59824,Bromochloroacetic acid,6.83 ppb,12 ppb,,. State,59432,"BRADY, MT",Brady County Water and Sewer District,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/08/01 - 2006/08/31,225,No,No
15814,59542,Lead (total),1.83 ppb,5 ppb,. Source,,52319,"SOLON, IA",Chain Ridge Subdivision,Follow-up and Routine Tap Sampling,2005/06/01 - 2008/09/12,40,Yes,No
15815,59724,Arsenic (total),3.63 ppb,5 ppb,. Source,10 ppb,89820,"KINGSTON, NV",Kingston Town Water Utilities,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2025/12/31,275,Yes,No
15816,59766,Arsenic (total),2.5 ppb,5 ppb,. Source,10 ppb,97058,"ANTELOPE, OR",City of Antelope,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/04/01 - 2006/04/30,50,Yes,No
15817,59993,Bromodichloromethane,1.23 ppb,2.5 ppb,. Source,80 ppb,55008,"BRAHAM, MN",Braham,Follow-up and Routine Tap Sampling,2005/10/01 - 2006/06/15,1650,Yes,No
15818,59998,Total trihalomethanes (TTHMs),68.54 ppb,128.75 ppb,9.8 ppb,80 ppb,62426,"ALTAMONT, IL",Altamont,Excess Turbidity at 1 NTU,2005/04/01 - 2005/04/30,2300,Yes,Yes
15819,60004,Dichloroacetic acid,9.7 ppb,13.9 ppb,. Source,60 ppb,62426,"BEECHER CITY, IL",Beecher City,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2006/11/04 - 2007/01/04,543,Yes,No
15820,60007,Total trihalomethanes (TTHMs),14.7 ppb,14.7 ppb,9.8 ppb,80 ppb,73667,"SEILING, OK",Seiling,Monitoring and Reporting Disinfection Byproduct RuleTotal trihalomethanes (TTHMs),2008/07/01 - 2008/09/30,875,Yes,No
15821,60086,Nitrate,8.81 ppm,12.56 ppm,10 ppm,10 ppm,79502,"ASPERMONT, TX",City of Aspermont,"Over maximum contaminant level, Single SampleNitrate",2004/07/01 - 2004/09/30,100,Yes,Yes
15822,60171,Combined Uranium (mg/L),32.2 ppb,46.7 ppb,. Source,30 ppb,69026,"MCCOOK, NE",City of Mccook,"Over maximum contaminant level, AverageNitrate & nitrite",2004/07/01 - 2004/09/30,7994,Yes,Yes
15823,60415,Total trihalomethanes (TTHMs),51.37 ppb,141 ppb,9.8 ppb,80 ppb,45682,"WHEELERSBURG, OH","Scioto Water, Inc.-Sheila Blvd.","Failure to monitor, Routine Major (Coliform bacteria)",2005/12/01 - 2005/12/31,31,Yes,Yes
15824,60545,Total haloacetic acids (HAAs),0.68 ppb,1.7 ppb,0.7 ppb,60 ppb,47948,"GOODLAND, IN",Goodland Water Works,"Failure to monitor, Routine Major (Coliform bacteria)",2004/02/01 - 2004/02/29,1000,Yes,No
15825,60552,Bromodichloromethane,2.57 ppb,6.23 ppb,. Source,80 ppb,75663,"WHITE OAK, TX",City of White Oak,"Maximum contaminant level, Acute (Coliform bacteria)",2008/08/01 - 2008/08/31,5624,Yes,No
15826,60556,Total trihalomethanes (TTHMs),87.97 ppb,168 ppb,9.8 ppb,80 ppb,75663,"GLADEWATER, TX",City of Gladewater,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2006/01/01 - 2006/03/31,1824,Yes,Yes
15827,60557,Total trihalomethanes (TTHMs),36.14 ppb,94.9 ppb,9.8 ppb,80 ppb,75663,"KILGORE, TX",City of Kilgore,"Failure to monitor or report, Routine/Repeat (Indicators of microbial or virus contamination)",2005/04/01 - 2005/04/30,1536,Yes,Yes
15828,60728,Bromoform,13.12 ppb,28.3 ppb,. Source,80 ppb,77869,"BRYAN, TX",City of Bryan,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/03/31,55502,Yes,No
15829,60949,Total trihalomethanes (TTHMs),70.3 ppb,119.5 ppb,9.8 ppb,80 ppb,64454,"LATHROP, MO; PLATTSBURG, MO",Clinton Co Pwsd #4 Sys 2,Inadequate reporting of information to the public,2006/07/01 - 2006/09/25,930,Yes,Yes
15830,61385,Trichloroethylene,0.62 ppb,2.77 ppb,. Source,5 ppb,43410,"GIBSONBURG, OH",Village of Gibsonburg,Inadequate reporting of information to the public,2005/07/01 - 2007/06/15,2600,Yes,No
15831,61392,Bromoform,0.54 ppb,0.55 ppb,. Source,80 ppb,75771,"LINDALE, TX",Lindale Rural Wsc,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/03/31,6900,Yes,No
15832,61400,Total trihalomethanes (TTHMs),43.79 ppb,117.5 ppb,9.8 ppb,80 ppb,75771,"TROUP, TX",City of Troup,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2005/01/01 - 2005/03/31,2586,Yes,Yes
15833,61431,Alpha particle activity (excl radon and uranium),8.38 pCi/L,10.1 pCi/L,. Source,15 pCi,69151,"WALLACE, NE",Village of Wallace,"Failure to monitor, Routine Major (Coliform bacteria)",2007/04/01 - 2007/04/30,329,Yes,No
15834,61432,Lead (total),0.43 ppb,0.64 ppb,. Source,,69151,"MAXWELL, NE",Village of Maxwell,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/06/01 - 2007/06/30,315,Yes,No
15835,61530,Total trihalomethanes (TTHMs),53.37 ppb,115.5 ppb,9.8 ppb,80 ppb,28445,"CAMP LEJEUNE, NC",Usmc Lejeune--New River Air St,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2006/04/01 - 2006/06/30,11500,Yes,Yes
15836,61535,Chloroform,16.13 ppb,30 ppb,5.7 ppb,80 ppb,28445,"RICHLANDS, NC",Northwest Onslow Water Assoc,Public Notification Violation for National Primary Drinking Water Regulations,2005/10/10 - 2025/12/31,1328,Yes,No
15837,61544,Total haloacetic acids (HAAs),4 ppb,10 ppb,0.7 ppb,60 ppb,28445,"JACKSONVILLE, NC",Cedar Creek S/D,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2004/05/18 - 2025/12/31,400,Yes,No
15838,61546,Total trihalomethanes (TTHMs),37.3 ppb,60 ppb,9.8 ppb,80 ppb,28445,"JACKSONVILLE, NC",Summersill Estates NO 1,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2005/08/30 - 2025/12/31,163,Yes,No
15839,61560,Nitrate,4.22 ppm,4.22 ppm,10 ppm,10 ppm,7829,"MANSFIELD TWP, NJ; MANSFIELD TWP.-2116, NJ",Diamond Hill Water Co Inc,Initial Tap Sampling for Lead and Copper,2004/07/01 - 2004/08/31,800,No,No
15840,61561,Combined Radium (-226 & -228),0.7 pCi/L,1.5 pCi/L,. Source,5 pCi,7829,"MANSFIELD TWP, NJ; MANSFIELD TWP.-2116, NJ",Warren Haven Nursing H,Follow-up and Routine Tap Sampling,2006/10/01 - 2025/12/31,430,Yes,No
15841,61563,Combined Uranium (mg/L),3.4 ppb,6 ppb,. Source,30 ppb,7829,"WHITE TWP, NJ; WHITE TWP.-2123, NJ",Windtryst Apts,"Failure to monitor, Routine Major (Coliform bacteria)",2008/05/01 - 2008/05/31,320,Yes,No
15842,61570,Dibromochloromethane,0.81 ppb,1.91 ppb,0.4 ppb,80 ppb,7829,"INDEPENDENCE TWP.-2112, NJ",Independence Mua Valley View,"Failure to monitor, Routine Major (Coliform bacteria)",2008/01/01 - 2008/01/31,110,Yes,No
15843,61582,Lead (total),0.21 ppb,1.53 ppb,. Source,,65231,"FULTON, MO",Fulton,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,12128,Yes,No
15844,61585,Lead (total),0.33 ppb,1.98 ppb,. Source,,65231,"AUXVASSE, MO",Auxvasse,"Failure to monitor, Routine Major (Coliform bacteria)",2005/09/01 - 2005/09/30,901,Yes,No
15845,61592,Alpha particle activity,15.75 pCi/L,25 pCi/L,. Source,15 pCi,65231,"FULTON, MO",New Christian Life Fellowship,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,87,Yes,Yes
15846,61719,Nitrate & nitrite,9.54 ppm,11 ppm,10 ppm,10 ppm,68928,"GUIDE ROCK, NE",Village of Guide Rock,"Over maximum contaminant level, AverageNitrate & nitrite",2005/07/01 - 2005/09/30,250,Yes,Yes
15847,61623,Lead (total),0.07 ppb,0.2 ppb,. Source,,42236,"OAK GROVE, KY",Oak Grove Utilities Office,Inadequate reporting of information to the public,2005/07/01 - 2006/07/12,9309,Yes,No
15848,61716,Nitrate & nitrite,6.81 ppm,12 ppm,10 ppm,10 ppm,68928,"BLUE HILL, NE",City of Blue Hill,"Over maximum contaminant level, AverageNitrate & nitrite",2007/07/01 - 2007/09/30,860,Yes,Yes
15849,61718,Arsenic (total),4.16 ppb,4.45 ppb,. Source,10 ppb,68928,"BLADEN, NE",Village of Bladen,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/07/31,290,Yes,No
15850,61771,Total trihalomethanes (TTHMs),79.17 ppb,129 ppb,9.8 ppb,80 ppb,75972,"SAN AUGUSTINE, TX",San Augustine Rural Wsc,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2006/07/01 - 2006/09/30,1239,Yes,Yes
15851,61783,Total haloacetic acids (HAAs),36.88 ppb,85.33 ppb,0.7 ppb,60 ppb,63650,"IRONTON, MO",Ironton,"Over maximum contaminant level, AverageTotal haloacetic acids (HAAs)",2004/10/01 - 2004/12/31,1470,Yes,Yes
15852,61784,Lead (total),1.99 ppb,18.4 ppb,. Source,,63650,"VIBURNUM, MO",Viburnum,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/09/01 - 2006/09/30,850,Yes,No
15853,62535,Nitrate,7.67 ppm,15.9 ppm,10 ppm,10 ppm,76364,"VERNON, TX",City of Vernon,"Over maximum contaminant level, Single SampleNitrate",2005/03/01 - 2005/06/30,12058,Yes,Yes
15854,62683,Total trihalomethanes (TTHMs),13.67 ppb,13.67 ppb,9.8 ppb,80 ppb,88028,"PINOS ALTOS, NM",Pinos Altos Mdwca,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/09/01 - 2005/09/30,350,Yes,No
15855,62690,Lead (total),3.55 ppb,7.06 ppb,. Source,,88028,"TYRONE, NM",Tyrone Mdwca,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/01/01 - 2006/01/31,100,Yes,No
15856,62717,Dichloroacetic acid,9.33 ppb,16 ppb,. Source,60 ppb,56185,"DUNDEE, MN",Dundee,"Failure to monitor, Routine Major (Coliform bacteria)",2008/01/01 - 2008/03/31,100,Yes,No
15857,62724,Total trihalomethanes (TTHMs),34.33 ppb,44 ppb,9.8 ppb,80 ppb,59248,"FORT PECK, MT",Town of Fort Peck,Filter Turbidity Reporting,2005/07/01 - 2005/07/31,240,Yes,No
15858,62773,Lead (total),1.12 ppb,17 ppb,. Source,,28616,"ELK PARK, NC",Town of Elk Park,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2005/08/30 - 2025/12/31,495,Yes,No
15859,62783,Di(2-ethylhexyl) phthalate,1.92 ppb,4.5 ppb,. Source,6 ppb,28616,"CROSSNORE, NC",Linville River Farms,Optimal Corrosion Control Treatment Study Recommendation,2006/07/01 - 2025/12/31,25,Yes,No
15860,62784,Lead (total),12.6 ppb,25 ppb,. Source,,28616,"BANNER ELK, NC",Woodland Meadows,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2004/12/26 - 2025/12/31,25,Yes,No
15861,62816,Total trihalomethanes (TTHMs),7.4 ppb,7.4 ppb,9.8 ppb,80 ppb,13485,"UNADILLA, NY; UNADILLA (T), NY",Sidney-Unadilla Trailer Park,Operations Report,2004/04/01 - 2004/04/30,120,No,No
15862,62797,Nitrate,4.01 ppm,12.3 ppm,10 ppm,10 ppm,13485,"MILFORD, NY; MILFORD (T), NY; MILFORD (V), NY",Milford Village,Operations Report,2004/08/01 - 2004/08/31,550,Yes,Yes
15863,62805,Arsenic (total),1.9 ppb,1.9 ppb,. Source,10 ppb,13485,"ONEONTA, NY; ONEONTA (T), NY",Meadow Lane Mobile Home Park,Operations Report,2006/01/01 - 2006/01/31,250,Yes,No
15864,62823,Nitrate,0.09 ppm,0.2 ppm,10 ppm,10 ppm,13485,"OTSEGO, NY; OTSEGO (T), NY",Five Mile Point Water Company,Operations Report,2004/02/01 - 2004/02/29,72,No,No
15865,62846,Total trihalomethanes (TTHMs),28.02 ppb,101.3 ppb,9.8 ppb,80 ppb,47245,"NORTH VERNON, IN","Jennings Water, Inc.",Monitoring and Reporting Disinfection Byproduct RuleTotal trihalomethanes (TTHMs),2007/10/01 - 2007/12/31,7169,Yes,Yes
15866,62849,Total haloacetic acids (HAAs),69.51 ppb,117 ppb,0.7 ppb,60 ppb,47245,"NORTH VERNON, IN",Hayden Water Association,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2006/01/01 - 2006/03/31,2395,Yes,Yes
15867,63162,Radium-226,1.34 pCi/L,1.7 pCi/L,. Source,5 pCi,50467,"MASON CITY, IA",Mason City Water Department,"Over maximum contaminant level, Single SampleCombined Radium (-226 & -228)",2004/01/01 - 2004/03/31,29172,Yes,No
15868,63171,Combined Radium (-226 & -228),1.7 pCi/L,1.7 pCi/L,. Source,5 pCi,50467,"CLEAR LAKE, IA",Long Beach Mobile Park,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/09/01 - 2008/09/30,74,Yes,No
15869,63175,Butane,2.1 ppb,2.1 ppb,,. State,76234,"DECATUR, TX",City of Decatur,"Over maximum contaminant level, AverageTotal haloacetic acids (HAAs)",2004/10/01 - 2004/12/31,5284,No,No
15870,63188,Total trihalomethanes (TTHMs),69.5 ppb,98.1 ppb,9.8 ppb,80 ppb,76234,"PARADISE, TX",City of Paradise,"Failure to monitor, Routine Major (Coliform bacteria)",2007/11/01 - 2007/11/30,300,Yes,Yes
15871,63265,Manganese,72.67 ppb,160 ppb,50 ppb,50 ppb,3782,"CLAREMONT, NH",Claremont Water Dept,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/09/01 - 2007/09/30,11250,Yes,Yes
15872,63269,Bromodichloromethane,1.3 ppb,2.2 ppb,. Source,80 ppb,3782,"SUNAPEE, NH",Sunapee Water Works,"Over maximum contaminant level, AverageTotal haloacetic acids (HAAs)",2007/07/01 - 2007/09/30,2082,Yes,No
15873,63272,Arsenic (total),8.85 ppb,12 ppb,. Source,10 ppb,3782,"CHARLESTOWN, NH",North Charlestown Water Dept,"Over maximum contaminant level, AverageArsenic (total)",2007/01/01 - 2007/03/31,325,Yes,Yes
15874,63287,Arsenic (total),2.6 ppb,3 ppb,. Source,10 ppb,3782,"CHARLESTOWN, NH",Meadowview Apts,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/05/01 - 2006/05/31,58,Yes,No
15875,63559,Arsenic (total),4 ppb,4 ppb,. Source,10 ppb,89404,"VALMY, NV",Valmy Station Mobile Home Park,"Failure to monitor, Routine Major (Coliform bacteria)",2004/09/01 - 2004/09/30,60,Yes,No
15876,63560,Total haloacetic acids (HAAs),29.27 ppb,110 ppb,0.7 ppb,60 ppb,58379,"MADDOCK, ND",City of Maddock,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2004/10/01 - 2004/12/31,498,Yes,Yes
15877,64390,Cyanide,110 ppb,110 ppb,80 ppb,200 ppb,87181,"ALBUQUERQUE, NM",Green Acres Mobile Home Village,Monitoring and Reporting Disinfection Byproduct RuleChlorine,2006/01/01 - 2006/03/31,150,Yes,No
15878,63798,Total trihalomethanes (TTHMs),18.38 ppb,73.5 ppb,9.8 ppb,80 ppb,97136,"MANZANITA, OR",Manzanita Water Department,Failure to monitor regularlyArsenic (total),2007/01/01 - 2007/12/31,3100,Yes,No
15879,63801,Total trihalomethanes (TTHMs),66.58 ppb,117 ppb,9.8 ppb,80 ppb,97136,"NEHALEM, OR",City of Nehalem,"Over maximum contaminant level, Single SampleTotal trihalomethanes (TTHMs)",2006/04/01 - 2006/06/30,1600,Yes,Yes
15880,63816,Total haloacetic acids (HAAs),8.7 ppb,15 ppb,0.7 ppb,60 ppb,97136,"TILLAMOOK, OR",Port of Tillamook Bay,"Failure to monitor, Routine Major (Coliform bacteria)",2004/12/01 - 2004/12/31,350,Yes,No
15881,64319,Dichloroacetic acid,15.52 ppb,22 ppb,. Source,60 ppb,62877,"DUBOIS, IL",Dubois,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/07/20,216,Yes,No
15882,64374,Bromoform,0.29 ppb,0.53 ppb,. Source,80 ppb,87181,"ALBUQUERQUE, NM",Sandia Peak Utility,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/10/01 - 2007/10/31,5930,Yes,No
15883,64376,Lead (total),4.5 ppb,18 ppb,. Source,,87181,"CEDAR CREST, NM",Sandia Knolls Water System,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/11/01 - 2004/11/30,1260,Yes,No
15884,64377,Total trihalomethanes (TTHMs),28.72 ppb,85.66 ppb,9.8 ppb,80 ppb,87181,"TIJERAS, NM",Village of Tijeras,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/08/01 - 2008/08/31,1200,Yes,Yes
15885,64378,Lead (total),2 ppb,4 ppb,. Source,,87181,"ALBUQUERQUE, NM",Coronado Village Country Club,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/08/01 - 2004/08/31,870,Yes,No
15886,64383,Nitrate & nitrite,0.38 ppm,0.42 ppm,10 ppm,10 ppm,87181,"ALBUQUERQUE, NM",Barcelona Mobile Home Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/07/01,350,No,No
15887,64409,Nitrate & nitrite,0.53 ppm,0.65 ppm,10 ppm,10 ppm,87181,"ALBUQUERQUE, NM",Lisa Property Water System,"Maximum contaminant level, Acute (Coliform bacteria)",2008/10/01 - 2008/10/31,50,No,No
15888,64763,Total trihalomethanes (TTHMs),51.12 ppb,98.8 ppb,9.8 ppb,80 ppb,71921,"AMITY, AR",Amity Waterworks,Excess Turbidity at 1 NTU,2006/09/01 - 2006/09/30,960,Yes,Yes
15889,64817,Total haloacetic acids (HAAs),21.91 ppb,41.1 ppb,0.7 ppb,60 ppb,32320,"APALACHICOLA, FL",City of Apalachicola,"Failure to monitor, Routine Major (Coliform bacteria)",2005/05/01 - 2005/05/31,4710,Yes,No
15890,65114,Manganese,80 ppb,80 ppb,50 ppb,50 ppb,48875,"IONIA, MI",Ionia,"Failure to monitor, Repeat Minor (Coliform bacteria)",2007/09/01 - 2007/09/30,13397,Yes,Yes
15891,65116,Bromoform,1 ppb,4.35 ppb,. Source,80 ppb,48875,"PORTLAND, MI",Portland,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/08/01 - 2006/08/31,3872,Yes,No
15892,65142,Chloroform,6.1 ppb,6.1 ppb,5.7 ppb,80 ppb,49409,"GRAND HAVEN, MI",Northwest Ottawa Co Water Syst,Filter Turbidity Reporting,2008/01/01 - 2008/01/31,1,Yes,No
15893,65154,Bromoform,1 ppb,1 ppb,. Source,80 ppb,35144,"HARPERSVILLE, AL",Harpersville Water System,"Failure to monitor, Routine Minor (Coliform bacteria)",2004/12/01 - 2004/12/31,1944,Yes,No
15894,65216,Bromodichloromethane,1.45 ppb,1.8 ppb,. Source,80 ppb,43340,"KENT, OH",Meadow Creek Condo Assoc,"Failure to monitor, Routine Major (Coliform bacteria)",2004/08/01 - 2004/08/31,150,Yes,No
15895,65224,Total haloacetic acids (HAAs),2.38 ppb,3.55 ppb,0.7 ppb,60 ppb,43340,"ADA, MI",Hillcrest Estates Mobile Home Court,Inadequate reporting of information to the public,2004/07/01 - 2007/07/02,36,Yes,No
15896,65458,Total trihalomethanes (TTHMs),48.36 ppb,210.32 ppb,9.8 ppb,80 ppb,63465,"WYACONDA, MO",Wyaconda,"Over maximum contaminant level, AverageAtrazine",2006/01/01 - 2006/03/31,385,Yes,Yes
15897,65474,Dichloroacetic acid,11.76 ppb,14.9 ppb,. Source,60 ppb,52348,"DYSART, IA",Dysart Water Supply,Failure to monitor regularlyTotal trihalomethanes (TTHMs),2006/07/01 - 2006/08/31,1303,Yes,No
15898,65492,Arsenic (total),13.71 ppb,26 ppb,. Source,10 ppb,46504,"PLYMOUTH, IN",Hawthorn Mobile Home Park,Inadequate reporting of information to the public,2005/11/09 - 2006/01/10,60,Yes,Yes
15899,65506,Total haloacetic acids (HAAs),28.57 ppb,70 ppb,0.7 ppb,60 ppb,5871,"BARNET, VT",Mcindoe Falls Fire District 3,"Failure to monitor, Routine Major (Coliform bacteria)",2004/05/01 - 2004/05/31,180,Yes,Yes
15900,65494,Dichloromethane (methylene chloride),0.24 ppb,0.97 ppb,. Source,5 ppb,46504,"PLYMOUTH, IN",Queen Road Mobile Home Park,Failure to monitor regularlySodium,2008/01/01 - 2008/12/31,50,Yes,No
15901,65507,Lead (total),1.46 ppb,10 ppb,. Source,,5871,"LYNDON, VT",Northeast Kingdom Mhp,"Failure to monitor, Routine Major (Coliform bacteria)",2006/07/01 - 2006/07/31,156,Yes,No
15902,65508,Copper,311 ppb,622 ppb,300 ppb,1000 ppb,5871,"PEACHAM, VT",Peacham Fire District 1,Failure to monitor regularlyCyanide,2007/04/01 - 2007/06/30,150,Yes,No
15903,65510,Chloroform,50.45 ppb,71.35 ppb,5.7 ppb,80 ppb,5871,"BARNET, VT",Passumpsic Fire District 1,"Failure to monitor, Routine Major (Coliform bacteria)",2006/05/01 - 2006/05/31,140,Yes,No
15904,65514,Copper,137.22 ppb,690 ppb,300 ppb,1000 ppb,5871,"HARDWICK, VT",Evergreen Manor Mhp,"Failure to monitor, Routine Major (Coliform bacteria)",2006/01/01 - 2006/01/31,84,Yes,No
15905,65517,Copper,46 ppb,46 ppb,300 ppb,1000 ppb,5871,"SHEFFIELD, VT",Sheffield Fire District 1,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2008/11/21,50,No,No
15906,65526,Alpha particle activity,8.08 pCi/L,12 pCi/L,. Source,15 pCi,64469,"OSBORN, MO",Osborn,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/09/01 - 2006/09/30,480,Yes,No
15907,65535,Alpha particle activity,7.9 pCi/L,16.8 pCi/L,. Source,15 pCi,93225,"OILDALE, CA",Oildale Mwc,Monitoring and Reporting Disinfection Byproduct RuleTotal haloacetic acids (HAAs),2006/01/01 - 2006/03/31,26000,Yes,Yes
